. Sequence file : [dna.phy]

. Model of nucleotides substitution : GTR

. Initial tree : [BioNJ]


. Data	Nb of 	Likelihood	Discrete   	Number of 	Gamma shape	Proportion of	Nucleotides frequencies               	Instantaneous rate matrix              	
  set	taxa	loglk     	gamma model	categories	parameter  	invariant    	f(A)      f(C)      f(G)      f(T)    	[A---------C---------G---------T------]	

      	     	          	           	          	           	             	                                      	 0.32759   0.17948   0.00000  -0.50706  

  #67	17   	-180.35407	Yes        	4        	1330.172    	0.000    	 0.54314   0.03824   0.13039   0.28824	-0.84254   0.17345   0.22015   0.44894  
      	     	          	           	          	           	             	                                      	 2.46393  -3.57225   1.10826   0.00006  
      	     	          	           	          	           	             	                                      	 0.91702   0.32498  -1.24206   0.00006  
      	     	          	           	          	           	             	                                      	 0.84595   0.00001   0.00003  -0.84599  

  #68	17   	-140.43084	Yes        	4        	1872.720    	0.000    	 0.49216   0.01961   0.13039   0.35784	-0.92481   0.09480   0.57261   0.25740  
      	     	          	           	          	           	             	                                      	 2.37945  -4.29409   1.34209   0.57256  
      	     	          	           	          	           	             	                                      	 2.16129   0.20182  -2.41915   0.05604  
      	     	          	           	          	           	             	                                      	 0.35401   0.03137   0.02042  -0.40580  

  #69	17   	-169.14095	Yes        	4        	2631.278    	0.000    	 0.55980   0.04020   0.11765   0.28235	-0.87463   0.14603   0.05754   0.67107  
      	     	          	           	          	           	             	                                      	 2.03375  -2.29065   0.25647   0.00043  
      	     	          	           	          	           	             	                                      	 0.27378   0.08763  -0.36183   0.00043  
      	     	          	           	          	           	             	                                      	 1.33048   0.00006   0.00018  -1.33072  

  #70	17   	-174.39033	Yes        	4        	1826.074    	0.000    	 0.53137   0.05392   0.10196   0.31275	-0.83455   0.01115   0.35172   0.47168  
      	     	          	           	          	           	             	                                      	 0.10990  -1.15810   0.00007   1.04814  
      	     	          	           	          	           	             	                                      	 1.83300   0.00004  -1.83325   0.00021  
      	     	          	           	          	           	             	                                      	 0.80141   0.18071   0.00007  -0.98219  

  #71	17   	-179.96950	Yes        	4        	1875.861    	0.000    	 0.45686   0.03922   0.09902   0.40490	-0.95972   0.15506   0.31416   0.49051  
      	     	          	           	          	           	             	                                      	 1.80648  -3.37292   0.25424   1.31219  
      	     	          	           	          	           	             	                                      	 1.44947   0.10069  -1.55126   0.00110  
      	     	          	           	          	           	             	                                      	 0.55345   0.12709   0.00027  -0.68081  

  #72	17   	-163.06720	Yes        	4        	188.573    	0.000    	 0.56176   0.08627   0.03725   0.31471	-0.85049   0.29531   0.10868   0.44650  
      	     	          	           	          	           	             	                                      	 1.92285  -2.18020   0.25683   0.00052  
      	     	          	           	          	           	             	                                      	 1.63882   0.59477  -2.23411   0.00052  
      	     	          	           	          	           	             	                                      	 0.79703   0.00014   0.00006  -0.79724  

  #73	17   	-202.98654	Yes        	4        	14.136    	0.000    	 0.42843   0.05490   0.14412   0.37255	-1.06987   0.09102   0.30524   0.67361  
      	     	          	           	          	           	             	                                      	 0.71031  -1.46745   0.13728   0.61986  
      	     	          	           	          	           	             	                                      	 0.90740   0.05230  -0.96016   0.00046  
      	     	          	           	          	           	             	                                      	 0.77465   0.09135   0.00018  -0.86618  

  #74	17   	-171.03352	Yes        	4        	806.636    	0.000    	 0.42353   0.10000   0.08235   0.39412	-0.95472   0.07525   0.25983   0.61964  
      	     	          	           	          	           	             	                                      	 0.31872  -1.27465   0.15547   0.80045  
      	     	          	           	          	           	             	                                      	 1.33627   0.18879  -1.52573   0.00066  
      	     	          	           	          	           	             	                                      	 0.66588   0.20310   0.00014  -0.86912  

  #75	17   	-210.71127	Yes        	4        	7.150    	0.000    	 0.49902   0.04314   0.09706   0.36078	-0.97765   0.19350   0.16556   0.61859  
      	     	          	           	          	           	             	                                      	 2.23846  -2.51904   0.28028   0.00030  
      	     	          	           	          	           	             	                                      	 0.85120   0.12457  -0.97607   0.00030  
      	     	          	           	          	           	             	                                      	 0.85561   0.00004   0.00008  -0.85572  

  #76	17   	-163.08704	Yes        	4        	2261.561    	0.000    	 0.50000   0.07157   0.08333   0.34510	-0.79496   0.08116   0.31732   0.39648  
      	     	          	           	          	           	             	                                      	 0.56702  -1.99866   0.15949   1.27214  
      	     	          	           	          	           	             	                                      	 1.90393   0.13698  -2.04163   0.00072  
      	     	          	           	          	           	             	                                      	 0.57444   0.26382   0.00017  -0.83844  

  #77	17   	-166.27383	Yes        	4        	1884.011    	0.000    	 0.33137   0.05294   0.17451   0.44118	-1.41269   0.08618   0.65933   0.66718  
      	     	          	           	          	           	             	                                      	 0.53943  -0.94940   0.00019   0.40979  
      	     	          	           	          	           	             	                                      	 1.25199   0.00006  -1.31032   0.05827  
      	     	          	           	          	           	             	                                      	 0.50112   0.04917   0.02305  -0.57335  

  #78	17   	-192.70674	Yes        	4        	0.367    	0.000    	 0.47255   0.05588   0.08039   0.39118	-1.03295   0.15529   0.04739   0.83027  
      	     	          	           	          	           	             	                                      	 1.31317  -1.52485   0.21103   0.00065  
      	     	          	           	          	           	             	                                      	 0.27856   0.14669  -0.42589   0.00065  
      	     	          	           	          	           	             	                                      	 1.00298   0.00009   0.00013  -1.00321  

  #79	17   	-179.28561	Yes        	4        	1238.616    	0.000    	 0.47059   0.02549   0.11373   0.39020	-0.98448   0.06215   0.32214   0.60019  
      	     	          	           	          	           	             	                                      	 1.14741  -2.58592   0.23410   1.20441  
      	     	          	           	          	           	             	                                      	 1.33298   0.05247  -1.38588   0.00043  
      	     	          	           	          	           	             	                                      	 0.72384   0.07868   0.00013  -0.80265  

  #80	17   	-196.11613	Yes        	4        	1371.886    	0.000    	 0.49314   0.06765   0.10392   0.33529	-0.97116   0.00003   0.07537   0.89576  
      	     	          	           	          	           	             	                                      	 0.00023  -0.31164   0.10908   0.20234  
      	     	          	           	          	           	             	                                      	 0.35767   0.07101  -0.42883   0.00015  
      	     	          	           	          	           	             	                                      	 1.31745   0.04082   0.00005  -1.35832  

  #81	17   	-182.51582	Yes        	4        	1911.034    	0.000    	 0.41275   0.10784   0.09902   0.38039	-1.15592   0.53132   0.25262   0.37199  
      	     	          	           	          	           	             	                                      	 2.03349  -2.24559   0.21184   0.00025  
      	     	          	           	          	           	             	                                      	 1.05300   0.23072  -1.28397   0.00025  
      	     	          	           	          	           	             	                                      	 0.40363   0.00007   0.00007  -0.40376  

  #82	17   	-182.36679	Yes        	4        	1921.885    	0.000    	 0.50686   0.02353   0.11765   0.35196	-0.87438   0.08350   0.42904   0.36185  
      	     	          	           	          	           	             	                                      	 1.79876  -4.20938   0.40392   2.00670  
      	     	          	           	          	           	             	                                      	 1.84843   0.08078  -1.92995   0.00074  
      	     	          	           	          	           	             	                                      	 0.52110   0.13415   0.00025  -0.65550  

  #83	17   	-200.57846	Yes        	4        	1.620    	0.000    	 0.44314   0.09804   0.05000   0.40882	-1.08100   0.14854   0.07176   0.86070  
      	     	          	           	          	           	             	                                      	 0.67142  -0.88494   0.21284   0.00067  
      	     	          	           	          	           	             	                                      	 0.63598   0.41734  -1.05399   0.00067  
      	     	          	           	          	           	             	                                      	 0.93294   0.00016   0.00008  -0.93319  

  #84	17   	-150.24289	Yes        	4        	1270.335    	0.000    	 0.39510   0.14902   0.03431   0.42157	-1.09774   0.43084   0.03074   0.63616  
      	     	          	           	          	           	             	                                      	 1.14228  -1.57331   0.43103   0.00000  
      	     	          	           	          	           	             	                                      	 0.35398   1.87191  -2.28574   0.05985  
      	     	          	           	          	           	             	                                      	 0.59621   0.00000   0.00487  -0.60109  

  #85	17   	-181.42767	Yes        	4        	834309601.065    	0.000    	 0.43333   0.00490   0.11373   0.44804	-0.87861   0.78719   0.09141   0.00002  
      	     	          	           	          	           	             	                                      	69.58767  -93.91778   0.00000  24.33011  
      	     	          	           	          	           	             	                                      	 0.34828   0.00000  -0.34830   0.00002  
      	     	          	           	          	           	             	                                      	 0.00002   0.26619   0.00000  -0.26622  

  #86	17   	-160.14493	Yes        	4        	3101.003    	0.000    	 0.38627   0.05490   0.14804   0.41078	-1.12244   0.16897   0.53849   0.41498  
      	     	          	           	          	           	             	                                      	 1.18884  -2.39674   0.62546   0.58244  
      	     	          	           	          	           	             	                                      	 1.40506   0.23196  -1.63778   0.00076  
      	     	          	           	          	           	             	                                      	 0.39022   0.07784   0.00028  -0.46834  

  #87	17   	-150.53199	Yes        	4        	2087.638    	0.000    	 0.42255   0.08235   0.06765   0.42745	-1.00336   0.12259   0.36512   0.51565  
      	     	          	           	          	           	             	                                      	 0.62899  -1.55216   0.00002   0.92315  
      	     	          	           	          	           	             	                                      	 2.28068   0.00002  -2.28080   0.00010  
      	     	          	           	          	           	             	                                      	 0.50974   0.17786   0.00002  -0.68761  

  #88	17   	-185.56226	Yes        	4        	1716.483    	0.000    	 0.50686   0.06667   0.17843   0.24804	-0.96582   0.11930   0.43184   0.41468  
      	     	          	           	          	           	             	                                      	 0.90701  -1.06357   0.12784   0.02872  
      	     	          	           	          	           	             	                                      	 1.22672   0.04776  -1.27462   0.00013  
      	     	          	           	          	           	             	                                      	 0.84739   0.00772   0.00010  -0.85521  

  #89	17   	-183.37471	Yes        	4        	2429.267    	0.000    	 0.50882   0.05294   0.13039   0.30784	-0.82881   0.06009   0.28144   0.48729  
      	     	          	           	          	           	             	                                      	 0.57754  -2.05481   0.56144   0.91583  
      	     	          	           	          	           	             	                                      	 1.09824   0.22795  -1.32674   0.00055  
      	     	          	           	          	           	             	                                      	 0.80542   0.15750   0.00023  -0.96315  

  #90	17   	-161.21275	Yes        	4        	1569.684    	0.000    	 0.51078   0.14412   0.10000   0.24510	-0.81480   0.08565   0.28932   0.43983  
      	     	          	           	          	           	             	                                      	 0.30356  -0.88492   0.24935   0.33202  
      	     	          	           	          	           	             	                                      	 1.47782   0.35935  -1.83743   0.00026  
      	     	          	           	          	           	             	                                      	 0.91661   0.19523   0.00011  -1.11194  

  #91	17   	-174.48692	Yes        	4        	756.677    	0.000    	 0.35098   0.07353   0.05490   0.52059	-1.23573   0.28370   0.12757   0.82445  
      	     	          	           	          	           	             	                                      	 1.35421  -2.25567   0.90146   0.00000  
      	     	          	           	          	           	             	                                      	 0.81555   1.20732  -2.02287   0.00000  
      	     	          	           	          	           	             	                                      	 0.55584   0.00000   0.00000  -0.55585  

  #92	17   	-195.29969	Yes        	4        	933.325    	0.000    	 0.40588   0.06961   0.17647   0.34804	-1.09226   0.10727   0.43489   0.55011  
      	     	          	           	          	           	             	                                      	 0.62550  -1.43826   0.37424   0.43852  
      	     	          	           	          	           	             	                                      	 1.00024   0.14762  -1.14839   0.00054  
      	     	          	           	          	           	             	                                      	 0.64153   0.08770   0.00027  -0.72951  

  #93	17   	-164.41828	Yes        	4        	2862.451    	0.000    	 0.43529   0.11373   0.10294   0.34804	-1.05333   0.09880   0.47791   0.47663  
      	     	          	           	          	           	             	                                      	 0.37815  -0.74269   0.04771   0.31682  
      	     	          	           	          	           	             	                                      	 2.02089   0.05271  -2.07392   0.00032  
      	     	          	           	          	           	             	                                      	 0.59612   0.10352   0.00010  -0.69974  

  #94	17   	-168.82616	Yes        	4        	1915.319    	0.000    	 0.47157   0.08529   0.11667   0.32647	-0.84222   0.05853   0.40552   0.37817  
      	     	          	           	          	           	             	                                      	 0.32360  -1.24471   0.52986   0.39126  
      	     	          	           	          	           	             	                                      	 1.63912   0.38737  -2.23453   0.20804  
      	     	          	           	          	           	             	                                      	 0.54624   0.10222   0.07435  -0.72281  

  #95	17   	-163.57126	Yes        	4        	1461.944    	0.000    	 0.35392   0.05294   0.19412   0.39902	-1.24536   0.03456   0.65333   0.55747  
      	     	          	           	          	           	             	                                      	 0.23104  -1.34998   0.87813   0.24081  
      	     	          	           	          	           	             	                                      	 1.19117   0.23949  -1.43067   0.00000  
      	     	          	           	          	           	             	                                      	 0.49447   0.03195   0.00000  -0.52642  

  #96	17   	-184.80461	Yes        	4        	3442.481    	0.000    	 0.46667   0.09020   0.03725   0.40588	-0.97772   0.22936   0.14194   0.60643  
      	     	          	           	          	           	             	                                      	 1.18668  -1.67123   0.26700   0.21756  
      	     	          	           	          	           	             	                                      	 1.77797   0.64641  -2.42503   0.00065  
      	     	          	           	          	           	             	                                      	 0.69724   0.04835   0.00006  -0.74565  

  #97	17   	-190.62041	Yes        	4        	917.316    	0.000    	 0.49608   0.04020   0.13333   0.33039	-0.97852   0.14633   0.45231   0.37987  
      	     	          	           	          	           	             	                                      	 1.80598  -2.16771   0.11475   0.24698  
      	     	          	           	          	           	             	                                      	 1.68285   0.03459  -1.71774   0.00029  
      	     	          	           	          	           	             	                                      	 0.57038   0.03005   0.00012  -0.60054  

  #98	17   	-161.61073	Yes        	4        	1870.447    	0.000    	 0.50000   0.06961   0.12941   0.30098	-0.92045   0.30026   0.32114   0.29905  
      	     	          	           	          	           	             	                                      	 2.15681  -2.72736   0.57010   0.00045  
      	     	          	           	          	           	             	                                      	 1.24078   0.30665  -1.54787   0.00045  
      	     	          	           	          	           	             	                                      	 0.49679   0.00010   0.00019  -0.49709  

  #99	17   	-200.37546	Yes        	4        	317462.474    	0.000    	 0.45882   0.08529   0.11471   0.34118	-1.08957   0.07456   0.10063   0.91439  
      	     	          	           	          	           	             	                                      	 0.40107  -0.40153   0.00012   0.00034  
      	     	          	           	          	           	             	                                      	 0.40250   0.00009  -0.40293   0.00034  
      	     	          	           	          	           	             	                                      	 1.22969   0.00009   0.00012  -1.22990  

  #100	17   	-195.94957	Yes        	4        	1419.444    	0.000    	 0.49608   0.09216   0.14412   0.26765	-0.90376   0.19019   0.18649   0.52707  
      	     	          	           	          	           	             	                                      	 1.02382  -1.58429   0.56037   0.00010  
      	     	          	           	          	           	             	                                      	 0.64193   0.35833  -1.00037   0.00010  
      	     	          	           	          	           	             	                                      	 0.97691   0.00004   0.00006  -0.97700  

